Column1;acctdesc;location;following;followers;totaltweets;usercreatedts;tweetcreatedts;retweetcount;hashtags;text;target
912;🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸;Comunidad Valenciana, España;1382;1299;4124;22/03/2020 10:36;26/12/2020 13:36;1;[];"🔴 ÚLTIMA HORA🔴

Acuden a la puerta del palacio de Galapagar un grupo de menas para cantarle villancicos a Pablo Iglesias.

Entre los presentes está mohamed el de la bicicleta del decathlon y mustafa el que se limpia el pito en las fuentes https://t.co/3CACSq3nG2";1
916;Absolutamente ANTI ORCOS. Siempre bruja. Nunca peronista;;73;91;3146;05/09/2020 14:39;26/12/2020 13:35;0;[];Negra de mierda puta y falopera! https://t.co/Zkog3s2E2E;1
917;Hay días tontos y tontos todos los dias;;57;1;156;23/03/2020 23:12;26/12/2020 13:34;0;[];@davidsantosvlog En algunos centros de menas en Andalucía , han sacado a varios de ellos para mandarlos a Canarias con contrato para trabajar de intermediarios!!;1
925;No tenemos días lunes.;;99;190;6775;17/03/2011 16:50;26/12/2020 13:15;0;[];@kowagunga La cara del aspirante a neonazi fue épica. ¡Encima servido por un sucio inmigrante!;1
933;Bobomierdas;Vete a la mierda;2042;2004;161898;26/01/2016 17:46;26/12/2020 13:08;1;[];"Patera de 48 en el Sur de Tenerife.
Mohamed manda las vacunas para Canarias, dinero para Mafias y ONGS";1
934;;;93;45;762;11/04/2013 15:51;26/12/2020 13:07;5;[];@MariaMonteroTFE Sólo les faltan unas ametralladoras. A lo mejor en la siguiente patera llegan las armas. O las tienen ya escondidas.;1
936;Hay que tomarse la vida con calma. la botella siempre medio llena . Abstenerse de entrar comunistas 💙 El sentimiento nunca muere💙 Golf, fútbol, política;Marbella;4515;5959;21188;08/09/2017 15:18;26/12/2020 13:03;5;[{'text': 'Camioneros', 'indices': [0, 11]}];"#Camioneros 
Alguien sabe si Pedro Sánchez ha enviado ya el Openarms para rescatar a nuestros camioneros ???
O el felón solo se mueve a golpe de patera ??? https://t.co/4Y1W0OTa5k";1
941;;Las Palmas de Gran Canaria;836;851;19100;19/04/2020 14:10;26/12/2020 12:55;19;[];"¿Eres un inmigrante que viene ilegalmente a explotar los incentivos de los grupos políticos? Multitud de recursos económicos y humanos

¿Eres un camionero español que trabajas duro y contribuyes al bienestar del resto? Para ti una centralita redirigida a Kuala Lumpur https://t.co/GWGnMiQx16";1
944;;;19;0;96;15/12/2020 16:16;26/12/2020 12:46;0;[];@oscarmansillag @conchy1969 @Conmibola @eldiarioes @esedonaire Coño!! Que análisis más guay, estoy por meterme en una patera pa que me rescaten y así  conseguir un sueldo y una bonita casa, no se me había ocurrido, a lo mejor por qué respeto a todo el que trabaja y no me gustan los esclavistas, manías mías.;1
946;Relaciones Publicas-Marketing y Publicidad.;VILADECANS;409;220;16978;14/11/2012 12:05;26/12/2020 12:41;1;[];@PerdigueroSIPEp Soy de Barcelona y desde que esta la Colau, Barcelona da pena, son okupas, manteros, MENAS, rumanos robando por el metro o los lugares turisticos y dp pide que se compre al pequeño comercio cuando ella lo ha estado jodiendo con los manteros, ahora quiere quedar de buena.;1
957;RT, no es aprobación . Patriota, liberal , ANTISOCIALISMO, COMUNISMO , SEPARATISTAS Y CHIRINGUITOS MANTENIDOS POR EL ESTADO.   --POR FAVOR, NO PRIVADOS -;España;8512;9015;132099;10/09/2012 7:36;26/12/2020 12:15;5;[];"Tardas menos si eres africano en patera desde Marruecos a Arguineguín que si eres camionero español desde Dover.
Y te espera la Cruz Roja a tu llegada...";1
958;;;755;483;12977;26/09/2015 21:17;26/12/2020 12:12;0;[];@LaRegente_ @bernabeu_soler @abc_es Que mejor acogida que la de su propia familia, a casita menas;1
959;cuenta amiga de la pena de muerte;;403;847;1875;06/11/2020 16:39;26/12/2020 12:11;0;[];"me encanta pagar impuestos para que enfermos se corten la polla y para mantener feministas y menas
https://t.co/ll8QyIkGJT";1
967;;;1714;1702;62611;03/05/2016 13:14;26/12/2020 11:59;0;[];@CasoAislado_Es @mcaceresgijon @rubnpulido Aquí en Valencia podías pasear tranquilamente por el Jardín del Turia y digo podías por que ya no se puede. Grupitos de Menas algunos andando y otros en bicicleta viendo quien se descuida y le pueden robar la certera o el móvil. Gracias Gobierno y Generalitat por el regalo.;1
980;Nerd born and bred. Global village citizen. Re derecha. Totally latina, torn between Chile,Peru and the www. Believe in the power of information & karma.;Cardenal Caro, Libertador Gene;4999;3055;64458;24/01/2012 19:38;26/12/2020 11:39;0;[];@Guscarmaz Soy inmigrante y mestiza. Me cago de miedo cada vez que tengo que pasar delante de una turba de haitianos. Averigua un poco más sobre lo que estás defendiendo.;1
988;"Seguidor del Chelsea,fan de Pavarotti,de Bruce Springsteen,y de 
alexandr Solzhenitsyn y sus magníficos libros,archipiélago Gulag 
la rueda roja y agosto 1914";ESPAÑA 🇪🇸🇪🇸;107;8;548;30/11/2020 21:53;26/12/2020 11:26;0;[];"@ovetus09 Yo no dicho q no sea racista lo q si te digo otra vez q te los lleves a tu casa y los mantengas tú q muchos españoles no queremos ilegales, 
Q se vayan a tomar por culo a su país 
Así pensamos muchos y el inmigrante q este legalizado y cometa delito también expulsión a su país";1
991;"🇪🇸🇪🇺
Mis opiniones son personales. No vinculan a ninguna entidad, asociación o empresa en la que participo.";Melilla, España;561;430;7376;24/04/2012 8:59;26/12/2020 11:24;3;[];@abc_es En Melilla, con una población de 87.500 habitantes, nos han “colado” 1.400 MENAs todos ellos de nuestro querido vecino país que tanto nos quiere y tan buenas relaciones mantiene con Ceuta y Melilla. Nuestro Gobierno no quiere saber nada.;1
996;¿Y usted es de derechas o es más de arrodillarse ante la raza superior?;Sevillla, España;462;1179;35056;11/01/2016 14:57;26/12/2020 11:16;2;[];"Ayuda para devolverlos con sus padres. Que Marruecos se haga cargo de ellos.

https://t.co/pqj5yAJh8R";1
1003;"Camionero ante todo.
De almeria pero viviendo en un lugar llamado mundo
Siempre sobre el asfalto.sarcastico.
No soy antisocial,soy antigilipollas.Anti-politicos";Almería, España;274;256;8925;25/01/2011 19:22;26/12/2020 11:07;1;[];"@vezapurpura @pytu111caba Para los camionetos atrapados en U. K.  Ni una caja de galletas.
Tenian que haber entrado en patera o llevar una toalla liada en la cabeza, para que les traten bien.";1
1023;"Digamos que soy catalán, centralista, anticomunista
Celebremos el 11S de 1714, el año en que Cataluña deja de ser medieval.
¡CATALUÑA ES DE TODOS LOS ESPAÑOLES!";Barcelona,  🇪🇸;3355;3642;53625;01/10/2010 19:59;26/12/2020 10:21;0;[];@radioactivovel2 A mi me hicieron lo mismo por decir lo que habría que hacer con las manadas de menas violadores.;1
1043;;;112;140;7619;05/11/2017 21:54;26/12/2020 9:54;0;[];@EmpresarioVox Ahhh y los inmigrantes y menas que tienen sentados en su mesa para darles un plato de comida y un techo. Y por supuesto el Presidente dando un discurso pidiendo perdón y diciendo que el PSOE devolverá el dinero de los ERE de Andalucia.Están como para dar ejemplo está escoria;1
1046;Apasionada del Derecho.Deporte como estilo de vida.Con un libro siempre en la mesita. Soñando despierta. Música a todas horas.Amante de la moda y de viajar.🇪🇸;Melilla-Malaga  (España);480;386;14224;24/09/2010 11:43;26/12/2020 9:47;5;[];Los MENAS  pueden estar en la calle a la hora que les dé la gana, tú a las 11, pueden no llevar mascarillas y contagiar a todo dios, roban con total libertad pq saben que al día siguiente lo sacan en libertad, y así con todo. Que bonita ciudad están dejando... o país,mejor dicho.;1
1055;-La manipulación mediática hace más daño que la bomba atómica, porque destruye los cerebros- Noam Chomsky. Ecologista  y defensora de los Derechos Humanos;Pachamama;1854;1010;27168;17/12/2015 10:41;26/12/2020 9:33;0;[];"@PodemosCanabico @revistamongolia @BeatrizTalegon @Ortega_Smith Castizo FachaSmiz???
Pero si es un Puto inmigrante de mierda!";1
1058;si no lo digo, hago un trueno;Beniamores;99;24;2095;06/09/2020 7:56;26/12/2020 9:24;0;[];@Jiboxemo @Xuxipc @donarfonzo Yo no tengo casa, cheñor. Los podemitas me la expropiaron para darsela a unos menas;1
1064;;;118;27;13583;11/04/2019 17:42;26/12/2020 9:14;0;[];@PabloEchenique Si gobernara Podemos, al niño Jesús le habrían traído Marihuana, MENAS y mucho paro... Salu2;1
1069;Ingeniero de Caminos. Me interesan las Personas, la Economía, la Música, la Filosofía y la Historia. ¡Ah! Y también las Infraestructuras (eso se me supone).;Madrid;898;935;44192;13/12/2011 15:26;26/12/2020 9:06;2;[];@marubimo No es la envidia, es el odio. Podridos con los 680 millones de los ERE y lo que está por venir, lo que quieren es que ud pague más impuestos para repartírselo entre ellos, los menas y los de la cola del paro (lo que les quede). Sí Nadal dona mucho, se les nota más;1
1074;"Mi razón de vivir mis angelitos, mi pasión los animales, la música, la naturaleza.
El perfume de un hombre bien arreglado me derrite.
#chicasvox52";Las Palmas de Gran Canaria, Es;2692;2856;13150;08/04/2013 15:17;26/12/2020 8:57;0;[];@Luisen13893109 @IRTorreblanca No, fijate que hace tan solo unos dias fuimos a la llamada de un barco de guerra francés a recoger una patera a mas de 260 km de las baleares, patera que ya tenian los franceses, ese despliegue costó 200.000 euros pero para salvar a estos pobrecitos que escapan bien peinados👇;1
1083;I love animals, people of essence who have a purpose in life. I like traveling, reading. I can’t stand injustice of any kind. Trolls stay away please.;;131;64;11960;25/09/2018 5:58;26/12/2020 8:37;3;[];@juls_022 @bsainzm Se llama humanidad. O sea no es el problema de otros que alguien no tenga donde vivir. Pero son seguidores de un hombre que era inmigrante, perseguido por decir la verdad y ofrecer otro sistema de vida y así fue crucificado. Se llama hipocresía!;1
1089;;;956;3500;30869;08/01/2013 20:12;26/12/2020 8:22;6;[];"@PolishEmbassyUK @terytorialsi @PolakZaGranica @ArkadyRzegocki @MSZ_RP @PLinManchester @PLinEdinburgh @PLinBelfast @SzSz_velSek @TVPLondyn @PolesinUK @londynek Ayudan a los menas con pagas y cobijo 
Ayudan a los okupas que ocupen casas de españoles 
Ayudan a los imigrantes en pateras con hoteles a todo lujo 
Este gobierno deja tirados a los camioneros españoles 

Gracias a los demás países y políticos  por ayudar a nuestros camioneros";1
1090;Valora los actos, son la verdadera expresión del corazón. Presidenta de @deciespana, perfil personal.;Madrid;1080;3372;39566;21/10/2014 14:50;26/12/2020 8:18;68;[];"Pasó a principios de mes, su delito, llamarse Alfonso.
Si hubiera llegado en patera, hubiera dormido en un 5 estrellas y bailado con alguna ""chica de la Cruz roja"". https://t.co/fPjvbNHFQl";1
1092;Si te metes con el gobierno te suspenden la cuenta. Esto es progresismo. A empezar de cero. Nueva cuenta de @fingerdepollo;;1108;802;10749;09/04/2020 20:50;26/12/2020 8:10;3;[{'text': 'MENAS', 'indices': [37, 43]}];Que al gobierno le preocupan más los #MENAS de Canarias que los camioneros atrapados en Inglaterra dice mucho de este país.;1
1096;Historiador, emprenedor, santpedorenc i ciutadà d´Europa. 🇪🇺;Catalunya;3490;20049;34127;20/04/2014 20:50;26/12/2020 8:07;39;[];Ni son transgenero, ni son menas, ni son okupas. Son unos putos camioneros españoles atrapados en Reino Unido y olvidados por la casta gobernante. https://t.co/HvIpsUXJ6H;1
1102;"La verdad desnuda sin envoltorio de papel regalo.
""El envoltorio puede ser importante, el contenido debe serlo""";;228;198;4356;22/09/2013 9:52;26/12/2020 8:00;0;[];"El turismo de patera no parece que deje muchos beneficios, eso si, la ocupación parece batir récord.

https://t.co/4OYVUuN35V";1
1107;Ingeniero Eléctrico en_RED_ando en Red Eléctrica de España. No sé lo que duraré x aquí.Expulsado y cerrada mi cuenta 4 veces.Por España, todo x España🇪🇦.;Alcalá de Henares, Madrid ;510;239;1220;10/12/2020 16:34;26/12/2020 7:42;0;[];"Los MENAS tienen padres y domicilio conocido en Marruecos,qué coño pintan en nuestropais.Son delincuentes y no tienen solución. NO SE TRATA D RACISMO es realismo

Canarias pide ayuda para gestionar 2.632 menas y sólo recibe ofrecimiento para recolocar a 95
https://t.co/V8oGL794op";1
1124;Católica, Monárquica, de derechas y del R. Madrid.;Asturias;12020;12032;78907;12/10/2012 17:44;26/12/2020 5:49;20;[];"Canarias pide ayuda para gestionar 2.632 menas y sólo recibe ofrecimiento para recolocar a 95 https://t.co/xDKzKS0slW vía @ABCespa
Esos chicos, donde tiene que estár es en sus países y con sus familias.
Aquí son una fuente de delincuencia, un gasto y un problema.";1
1129;Segunda cuenta. Me hackearon  @PameIssabelg Partiendo de cero #CHILEUNIDOAVANZA. 🇨🇱;;2875;2487;5756;30/11/2020 20:06;26/12/2020 5:08;5;[];@AlmiranteRoss @bastogne1943 Lo que es yo..... No me dejaré vacunar (de nuevo) por nada que venga de este gobierno.... Que se vacunen primero los políticos, los jueces, los apruebonados, los orcos varios, los inmigrante lovers, los curas, los eepp y después pensaré si comienzo a pensar en ponérmela. 🤔;1
1131;...escritor, poeta...Toda la oscuridad es eterna...cuándo llega al corazón...solo se va cuando se pierde el alma...;Santiago, Chile;163;35;681;17/09/2016 21:53;26/12/2020 4:59;0;[{'text': 'Patriotas', 'indices': [254, 264]}];...Chile, desastroso. Una imagen penosa, los culpables solo pensando en ser Presidentes y nuestra gente joven, ciega, hipnotizada con las palabras bonitas de la izquierda. Mañana, será tarde. El inmigrante cero aporte. Falta un remezón fuerte y gestión. #Patriotas;1
1135;;;260;120;4828;23/07/2012 5:07;26/12/2020 4:40;0;[];Canarias pide ayuda para gestionar 2.632 menas y sólo recibe ofrecimiento para recolocar a 95 https://t.co/u7yXXgURlR a través de @ABCespana Muy pronto los veremos deambulando por las calles de toda España robando y ocupando viviendas con la venia del gobierno;1
1143;Natural y hasta los cojones de tanto imbécil borreguil. Los insultos para mi son un halago y me la pelas no sabes cuanto😂😂😂😂;;152;334;3799;13/10/2020 1:25;26/12/2020 4:04;0;[];@soymuykuki @Mazinguer88 Cuando todo se le da al inmigrante en especial islamista debemos luchar y sobrevivir porque quieren destruir nuestra raza, costumbres y cultura.;1
1146;Padre, humano, Libertario Minarquista, ingeniero eléctrico, luche por la democracia de niño, no quiero perderla por izquierdas o derechas extremas.;Macul, Chile;632;544;15137;24/03/2017 21:13;26/12/2020 3:37;0;[];"@MChilenidad @OrejasDeSabueso Chilenos pasan años, algunos más de 20 años luchando por su casa propia o dpto. Propio y se la entregan a un inmigrante haitiano, que pena da. Además ellos hacen asados y juegan a la pelota en cuarentena, no respetan a nadie y si le dices algo, es discriminación 🤦.
Que pena.";1
1155;"Rajando an0s soyeros
https://t.co/zftXqq2FZD";;20;23;1615;18/12/2017 18:33;26/12/2020 2:48;0;[];"@julioaraneda1 Los haitianos tenían una aerolínea totalmente dedicada al tráfico de inmigrantes (LAW)
Piñera ha legalizado a cualquier inmigrante ilegal que haya entrado por pasos fronterizos a pie de forma ilegal.

Los 2 son igual de nefastos y deben pagar.";1
1158;Hincha empedernido de su padre, Ninja, maquina, titán, caimán, paladín y depredador de Twitter, Don Marcelino Fernandez Del Castillo.;;13;11;32;15/12/2020 20:22;26/12/2020 2:42;0;[];Si hola PUTO IMBECIL. Te crees muy verguita por tus 6 TDs? Eso no quita el hecho de que tu mamá pesa 180 kg de pura cagada y vives en el barrio más jodido de los Estados Unidos. CHINGAS A TU PUTA NEGRA CAMERUNES MARFILEÑA SENEGALES MADRE TRAGAMACANAS CHIMUELO DE MIERDA. https://t.co/ZvJ5mHFJFr;1
1164;No me den consejos, me gusta equivocarme sola. Lo que escribo no está sometido ni a discusión ni a verificación.;Córdoba, Argentina;9223;13936;431510;18/08/2010 20:28;26/12/2020 2:31;0;[];No los quiero 😔 ofender pero casi ningún inmigrante tiene un pasado noble.;1
1168;"Comienza una nueva etapa. Viva la Resistance 
Veamos cuánto se demore la gente en ver el 🍆👁 que les metieron.";Santiago, Chile;285;446;6275;16/12/2019 1:02;26/12/2020 2:09;0;[];"@Eduardo85032220 @RNapG8 @fel92m Pero que, ahora decir que MUCHOS extranjeros llegaron a la mala a Chile vía tráfico de personas es ser racista? 
Tu no entiendes el concepto.
Yo como inmigrante puedo decir con conocimiento que Chile DEBE controlar sus fronteras. No puede entrar cualquiera.";1
1173;Patriota, antizurdos, antiprogres, antifeminazis, antineoinquisidores....y qué!;Chile;200;176;2308;03/01/2017 4:15;26/12/2020 1:49;0;[];@Profeamerico @fel92m El inmigrante delincuente que viene de países bananeros, sí, efectivamente es más delincuente, mas violento y peligroso, porque está acostumbrado a la realidad de un pueblo sin ley, donde rige la ley del más fuerte y la vida humana vale cero centavo.;1
1177;"""El árbol ni al leñador niega su sombra"". Chile necesita un Presidente que haga respetar la ley y el orden🇨🇱 . Cuidemos el agua. - Detener la Insurrección";Chile;979;3266;69065;27/07/2015 2:29;26/12/2020 1:42;4;[{'text': 'Deportación', 'indices': [279, 291]}];@AngelDLaCruz_ TODO inmigrante sin estudios superiores comprobables no es un aporte para Chile, solo cacho que vino a quitarle trabajo a nuestros compatriotas sin estudios. DEPORTACION a todo ilegal e inmigrante sin estudios @sebastianpinera @javiermacaya @desbordes @felipekast #Deportación;1
